"CLAVE_CASILLA"|"CLAVE_ACTA"|"ID_ESTADO"|"NOMBRE_ESTADO"|"ID_DISTRITO"|"NOMBRE_DISTRITO"|"SECCION"|"ID_CASILLA"|"TIPO_CASILLA"|"EXT_CONTIGUA"|"CASILLA"|"TIPO_ACTA"|"PAN"|"PRI"|"PRD"|"PVEM"|"PT"|"MC"|"MORENA"|"CANDIDATO_A_INDEPENDIENTE"|"PAN_PRI_PRD"|"PAN_PRI"|"PAN_PRD"|"PRI_PRD"|"PVEM_PT_MORENA"|"PVEM_PT"|"PVEM_MORENA"|"PT_MORENA"|"CANDIDATO/A NO REGISTRADO/A"|"VOTOS NULOS"|"TOTAL_VOTOS_CALCULADOS"|"LISTA_NOMINAL"|"OBSERVACIONES"|"MECANISMOS_TRASLADO"|"FECHA_HORA"
"160805C0100'"|"160805C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0805"|"01"|"C"|"00"|"No Urbana"|4|43|38|16|28|106|33|69|-0|2|3|1|3|5|2|0|1|1|54|405|576|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:12:41"
"160871B0100'"|"160871B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0871"|"01"|"B"|"00"|"No Urbana"|4|32|93|22|27|94|29|62|-0|18|0|0|0|27|0|0|0|0|29|433|662|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:14:02"
"160871C0100'"|"160871C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0871"|"01"|"C"|"00"|"No Urbana"|4|19|103|15|32|120|26|32|-0|9|12|0|0|19|11|0|6|0|39|443|662|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:30:50"
"160871C0200'"|"160871C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0871"|"02"|"C"|"00"|"No Urbana"|4|34|76|13|26|92|32|53|-0|15|9|0|1|15|13|1|2|2|24|408|662|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:14:03"
"160871C0300'"|"160871C03004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0871"|"03"|"C"|"00"|"No Urbana"|4|26|120|18|31|90|15|32|-0|12|7|0|1|19|10|0|6|0|28|415|661|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:44:33"
"160871C0400'"|"160871C04004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0871"|"04"|"C"|"00"|"No Urbana"|4|32|77|12|18|97|30|41|-0|12|16|0|4|21|11|0|1|0|27|399|661|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:42:33"
"160872B0100'"|"160872B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0872"|"01"|"B"|"00"|"No Urbana"|4|18|73|12|31|89|24|50|-0|10|5|0|0|23|10|2|2|0|24|373|572|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:11:55"
"160872C0100'"|"160872C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0872"|"01"|"C"|"00"|"No Urbana"|4|21|85|7|27|85|17|36|-0|12|12|0|1|17|6|1|3|0|28|358|571|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:58:07"
"160872C0200'"|"160872C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0872"|"02"|"C"|"00"|"No Urbana"|4|9|87|15|26|85|22|60|-0|11|10|1|1|18|11|1|4|0|31|392|571|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:15:17"
"160873B0100'"|"160873B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0873"|"01"|"B"|"00"|"Urbana"|4|21|83|9|22|118|27|68|-0|6|14|0|1|17|10|1|7|0|19|423|668|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:16:25"
"160873C0100'"|"160873C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0873"|"01"|"C"|"00"|"Urbana"|4|20|101|10|31|123|25|55|-0|0|11|1|0|16|13|0|3|0|26|435|668|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:26:36"
"160873C0200'"|"160873C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0873"|"02"|"C"|"00"|"Urbana"|4|19|127|5|28|120|29|59|-0|3|7|0|0|16|5|0|8|1|28|455|668|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:37:08"
"160873C0300'"|"160873C03004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0873"|"03"|"C"|"00"|"Urbana"|4|20|86|11|30|108|27|54|-0|9|2|0|2|26|15|2|0|1|25|418|668|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:17:08"
"160874B0100'"|"160874B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0874"|"01"|"B"|"00"|"No Urbana"|4|13|89|5|22|99|7|49|-0|13|7|1|0|15|15|0|1|0|20|356|581|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:24:09"
"160874E0100'"|"160874E01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0874"|"01"|"E"|"00"|"No Urbana"|4|10|54|7|16|58|9|16|-0|2|3|0|0|7|0|0|0|0|18|200|382|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:27:36"
"160875B0100'"|"160875B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0875"|"01"|"B"|"00"|"No Urbana"|4|13|26|16|34|97|6|83|-0|7|2|0|0|16|8|2|7|0|36|353|529|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:20:12"
"160875C0100'"|"160875C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0875"|"01"|"C"|"00"|"No Urbana"|4|14|42|11|32|66|16|79|-0|3|10|0|0|14|11|3|6|0|32|339|529|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 10:50:22"
"160875C0200'"|"160875C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0875"|"02"|"C"|"00"|"No Urbana"|4|23|44|10|30|92|13|60|-0|0|6|0|0|21|0|0|0|0|32|331|529|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:21:49"
"160876B0100'"|"160876B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0876"|"01"|"B"|"00"|"No Urbana"|4|8|32|4|59|104|0|41|-0|1|4|0|0|17|13|2|1|0|15|301|447|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:22:17"
"160877B0100'"|"160877B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0877"|"01"|"B"|"00"|"No Urbana"|4|8|56|8|42|77|11|58|-0|5|7|0|0|14|10|0|3|0|18|317|457|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:39:49"
"160878B0100'"|"160878B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0878"|"01"|"B"|"00"|"No Urbana"|4|14|128|7|31|105|5|61|-0|7|10|0|2|15|16|1|2|0|29|433|695|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:24:58"
"160879B0100'"|"160879B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0879"|"01"|"B"|"00"|"No Urbana"|4|9|41|0|10|59|2|17|-0|1|5|0|1|6|7|0|0|0|5|163|220|"Recuento (Para recuento-SC)"|"F-I"|"06/06/2024 19:22:19"
"160880B0100'"|"160880B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0880"|"01"|"B"|"00"|"No Urbana"|4|17|97|5|24|90|10|29|-0|5|11|1|0|12|4|1|2|0|16|324|422|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:20:26"
"160880C0100'"|"160880C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0880"|"01"|"C"|"00"|"No Urbana"|4|5|99|8|29|91|5|19|-0|3|4|0|3|14|10|2|2|0|20|314|422|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:39:30"
"160881B0100'"|"160881B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0881"|"01"|"B"|"00"|"No Urbana"|4|8|98|3|19|107|9|60|-0|9|7|1|0|20|14|0|5|0|18|378|559|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:39:55"
"160881C0100'"|"160881C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0881"|"01"|"C"|"00"|"No Urbana"|4|10|108|6|32|116|7|48|-0|6|9|0|0|14|7|3|3|0|22|391|558|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:11:53"
"160882B0100'"|"160882B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0882"|"01"|"B"|"00"|"No Urbana"|4|7|67|11|29|91|4|12|-0|6|6|0|0|9|13|3|0|0|15|273|406|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:39:05"
"160883B0100'"|"160883B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0883"|"01"|"B"|"00"|"No Urbana"|4|6|21|1|6|50|1|22|-0|0|1|0|0|7|4|0|0|0|7|126|211|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:40:36"
"160884B0100'"|"160884B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"0884"|"01"|"B"|"00"|"No Urbana"|4|2|27|3|8|20|4|10|-0|2|6|0|0|3|4|0|0|0|12|101|159|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:41:55"
"161336B0100'"|"161336B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1336"|"01"|"B"|"00"|"No Urbana"|4|7|98|6|79|3|3|47|-0|2|0|0|0|1|0|1|3|0|3|253|380|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:18:37"
"161336C0100'"|"161336C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1336"|"01"|"C"|"00"|"No Urbana"|4|2|96|2|47|11|7|60|-0|1|1|0|1|2|1|0|2|0|7|240|380|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:26:38"
"161337B0100'"|"161337B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1337"|"01"|"B"|"00"|"No Urbana"|4|10|108|12|136|20|4|75|-0|0|0|0|1|0|2|2|3|0|13|386|547|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 19:25:45"
"161337C0100'"|"161337C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1337"|"01"|"C"|"00"|"No Urbana"|4|7|129|6|107|16|9|102|-0|0|1|0|1|3|0|1|3|0|18|403|546|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:41:44"
"161338B0100'"|"161338B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1338"|"01"|"B"|"00"|"No Urbana"|4|3|118|5|114|11|3|79|-0|0|0|0|0|2|0|2|1|0|23|361|574|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:16:34"
"161338C0100'"|"161338C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1338"|"01"|"C"|"00"|"No Urbana"|4|9|135|6|105|15|14|58|-0|0|0|0|0|2|1|1|2|0|15|363|573|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:36:33"
"161338C0200'"|"161338C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1338"|"02"|"C"|"00"|"No Urbana"|4|4|151|4|130|14|5|67|-0|1|0|0|0|3|2|0|0|0|18|399|573|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:09:30"
"161339B0100'"|"161339B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1339"|"01"|"B"|"00"|"No Urbana"|4|0|115|7|66|14|0|33|-0|0|0|0|0|1|0|0|0|0|8|244|347|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:37:54"
"161340B0100'"|"161340B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1340"|"01"|"B"|"00"|"No Urbana"|4|2|25|1|33|2|4|15|-0|0|0|0|0|0|0|0|0|0|3|85|121|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:24:28"
"161341B0100'"|"161341B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1341"|"01"|"B"|"00"|"No Urbana"|4|1|43|1|73|8|1|45|-0|0|0|0|0|2|2|1|0|0|5|182|262|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:42:27"
"161342B0100'"|"161342B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1342"|"01"|"B"|"00"|"No Urbana"|4|5|107|5|102|13|1|88|-0|0|1|0|0|1|0|1|3|0|11|338|499|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:20:47"
"161342C0100'"|"161342C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1342"|"01"|"C"|"00"|"No Urbana"|4|1|106|6|98|15|2|77|-0|0|0|0|0|3|3|2|0|0|10|323|498|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:44:56"
"161343B0100'"|"161343B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1343"|"01"|"B"|"00"|"No Urbana"|4|3|69|5|106|17|3|74|-0|0|0|0|0|1|0|0|0|0|11|289|423|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:10:05"
"161344B0100'"|"161344B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1344"|"01"|"B"|"00"|"No Urbana"|4|6|94|8|177|15|3|72|-0|0|0|0|0|1|5|2|0|0|20|403|592|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:42:56"
"161345B0100'"|"161345B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1345"|"01"|"B"|"00"|"No Urbana"|4|0|55|0|18|8|2|10|-0|0|0|0|0|1|0|0|0|0|2|96|133|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:43:33"
"161346B0100'"|"161346B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1346"|"01"|"B"|"00"|"No Urbana"|4|1|85|0|53|13|2|35|-0|0|1|0|0|0|0|0|5|0|3|198|280|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:43:36"
"161347B0100'"|"161347B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1347"|"01"|"B"|"00"|"No Urbana"|4|2|44|0|30|5|0|23|-0|0|0|0|0|1|0|0|0|0|5|110|152|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 11:43:59"
"161348B0100'"|"161348B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1348"|"01"|"B"|"00"|"No Urbana"|4|0|163|2|112|4|2|56|-0|0|1|0|1|1|0|2|1|0|13|358|460|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 16:23:18"
"161456B0100'"|"161456B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1456"|"01"|"B"|"00"|"No Urbana"|4|23|45|26|26|24|88|148|-0|9|3|0|0|9|1|0|1|0|26|429|739|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:48:47"
"161456C0100'"|"161456C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1456"|"01"|"C"|"00"|"No Urbana"|4|28|34|33|37|23|82|163|-0|7|1|0|0|6|1|0|3|1|28|447|739|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:39:29"
"161456C0200'"|"161456C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1456"|"02"|"C"|"00"|"No Urbana"|4|42|26|21|30|24|90|155|-0|5|0|0|0|19|0|5|1|0|23|441|738|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:41:01"
"161456S0100'"|"161456S01004EMR'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1456"|"01"|"S"|"00"|"No Urbana"|"4EMR"|7|11|5|16|5|20|37|-0|0|0|0|0|4|0|1|1|0|10|117|0|"Recuento (Levantada en Consejo Distrital)"|"I"|"06/06/2024 16:26:13"
"161456S0100'"|"161456S01004ERP'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1456"|"01"|"S"|"00"|"No Urbana"|"4ERP"|70|42|18|40|17|71|174|-0|-0|-0|-0|-0|-0|-0|-0|-0|0|35|467|0|"Recuento (Levantada en Consejo Distrital)"|"I"|"07/06/2024 04:39:03"
"161457B0100'"|"161457B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1457"|"01"|"B"|"00"|"Urbana"|4|52|47|22|47|22|101|130|-0|5|1|0|0|10|1|0|3|0|24|465|721|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:11:28"
"161457C0100'"|"161457C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1457"|"01"|"C"|"00"|"Urbana"|4|50|44|18|29|26|97|131|-0|11|0|0|0|11|0|4|2|0|31|454|720|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:35:14"
"161458B0100'"|"161458B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1458"|"01"|"B"|"00"|"Urbana"|4|36|27|12|30|11|79|124|-0|6|1|1|1|21|1|5|2|1|27|385|718|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:15:15"
"161458C0100'"|"161458C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1458"|"01"|"C"|"00"|"Urbana"|4|27|38|18|28|27|93|147|-0|6|0|1|1|19|2|2|3|1|29|442|717|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:30:12"
"161458C0200'"|"161458C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1458"|"02"|"C"|"00"|"Urbana"|4|33|26|30|33|32|77|105|-0|6|1|0|0|14|1|1|2|2|26|389|717|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:21:34"
"161458C0300'"|"161458C03004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1458"|"03"|"C"|"00"|"Urbana"|4|24|34|12|31|19|87|148|-0|3|1|0|0|17|1|4|3|1|13|398|717|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:25:40"
"161459B0100'"|"161459B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1459"|"01"|"B"|"00"|"Urbana"|4|36|33|31|25|25|67|116|-0|10|0|2|1|9|2|1|2|0|23|383|713|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:32:50"
"161459C0100'"|"161459C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1459"|"01"|"C"|"00"|"Urbana"|4|32|56|31|24|10|75|112|-0|4|1|1|0|17|3|3|1|1|25|396|712|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:07:13"
"161459C0200'"|"161459C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1459"|"02"|"C"|"00"|"Urbana"|4|41|43|32|31|22|74|111|-0|10|4|0|1|8|0|3|1|0|17|398|712|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:19:58"
"161459C0300'"|"161459C03004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1459"|"03"|"C"|"00"|"Urbana"|4|36|35|26|31|11|66|114|-0|10|0|0|1|17|0|3|0|2|18|370|712|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:17:50"
"161459C0400'"|"161459C04004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1459"|"04"|"C"|"00"|"Urbana"|4|40|31|33|31|22|60|98|-0|7|0|0|1|16|4|0|0|0|30|373|712|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:13:09"
"161460B0100'"|"161460B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1460"|"01"|"B"|"00"|"Urbana"|4|47|44|19|32|28|80|114|-0|5|1|0|0|13|0|3|6|0|27|419|735|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:37:53"
"161460C0100'"|"161460C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1460"|"01"|"C"|"00"|"Urbana"|4|37|38|28|33|26|68|138|-0|5|0|1|0|13|3|2|3|1|27|423|735|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:44:24"
"161460C0200'"|"161460C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1460"|"02"|"C"|"00"|"Urbana"|4|53|38|19|42|22|79|126|-0|13|1|0|0|9|3|1|8|0|31|445|735|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:09:58"
"161461B0100'"|"161461B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1461"|"01"|"B"|"00"|"Urbana"|4|22|30|7|26|10|30|74|-0|2|2|0|0|7|1|2|2|0|14|229|386|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:23:30"
"161461C0100'"|"161461C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1461"|"01"|"C"|"00"|"Urbana"|4|18|42|15|24|13|32|87|-0|2|1|0|0|3|0|2|1|1|13|254|385|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:44:48"
"161462B0100'"|"161462B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1462"|"01"|"B"|"00"|"Urbana"|4|27|17|26|27|13|63|96|-0|2|0|0|0|6|3|0|3|1|18|302|509|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:49:51"
"161462C0100'"|"161462C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1462"|"01"|"C"|"00"|"Urbana"|4|22|20|40|36|19|76|71|-0|6|0|0|0|7|2|3|1|2|19|324|509|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:18:40"
"161462C0200'"|"161462C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1462"|"02"|"C"|"00"|"Urbana"|4|25|28|23|27|17|60|79|-0|3|0|0|1|9|4|0|1|0|23|300|508|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:21:11"
"161463B0100'"|"161463B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1463"|"01"|"B"|"00"|"Urbana"|4|22|14|19|41|22|66|89|-0|4|0|0|0|7|3|1|0|1|19|308|600|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:45:29"
"161463C0100'"|"161463C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1463"|"01"|"C"|"00"|"Urbana"|4|24|20|24|34|17|72|90|-0|2|1|0|0|10|1|3|1|0|20|319|600|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:47:34"
"161464B0100'"|"161464B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1464"|"01"|"B"|"00"|"Urbana"|4|23|28|12|30|17|53|94|-0|6|0|1|1|7|2|2|1|1|22|300|477|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:48:22"
"161464C0100'"|"161464C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1464"|"01"|"C"|"00"|"Urbana"|4|37|32|13|31|15|42|97|-0|5|4|1|0|5|1|1|0|0|14|298|476|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:48:52"
"161465B0100'"|"161465B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1465"|"01"|"B"|"00"|"Urbana"|4|39|38|13|25|26|59|96|-0|4|1|0|1|9|0|2|1|0|27|341|526|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:01:39"
"161465C0100'"|"161465C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1465"|"01"|"C"|"00"|"Urbana"|4|34|39|16|33|18|57|79|-0|6|1|0|0|7|2|2|1|1|25|321|525|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:32:04"
"161466B0100'"|"161466B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1466"|"01"|"B"|"00"|"Urbana"|4|34|46|12|17|13|50|84|-0|0|0|0|0|2|0|2|0|0|17|277|430|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:58:17"
"161466C0100'"|"161466C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1466"|"01"|"C"|"00"|"Urbana"|4|34|45|23|14|12|50|64|-0|4|1|0|0|5|2|2|2|0|12|270|429|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:05:51"
"161467B0100'"|"161467B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1467"|"01"|"B"|"00"|"Urbana"|4|24|28|20|38|18|75|108|-0|8|0|1|0|8|2|1|0|0|22|353|630|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:58:50"
"161467C0100'"|"161467C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1467"|"01"|"C"|"00"|"Urbana"|4|36|27|23|36|23|58|102|-0|7|1|1|0|14|1|1|4|0|16|350|630|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:03:42"
"161467C0200'"|"161467C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1467"|"02"|"C"|"00"|"Urbana"|4|28|38|29|30|25|74|95|-0|5|1|0|0|6|1|0|1|0|19|352|629|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:26:41"
"161468B0100'"|"161468B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1468"|"01"|"B"|"00"|"Urbana"|4|104|49|14|10|1|46|56|-0|7|0|0|0|6|1|1|1|0|11|307|414|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 11:59:30"
"161469A0100'"|"161469A01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1469"|"01"|"A"|"00"|"Urbana"|4|1|2|0|0|0|0|1|-0|2|0|0|0|0|0|0|0|0|0|6|6|"Cotejo (Levantada en Casilla)"|-0|"06/06/2024 09:39:45"
"161469B0100'"|"161469B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1469"|"01"|"B"|"00"|"Urbana"|4|61|54|11|18|12|39|51|-0|8|1|0|0|7|2|1|0|1|24|290|409|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:59:32"
"161469C0100'"|"161469C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1469"|"01"|"C"|"00"|"Urbana"|4|62|46|14|31|14|40|66|-0|5|0|0|1|6|0|0|1|0|14|300|409|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:52:22"
"161470B0100'"|"161470B01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1470"|"01"|"B"|"00"|"Urbana"|4|36|40|27|23|35|66|155|-0|9|0|1|0|10|1|1|3|0|28|435|739|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:14:23"
"161470C0100'"|"161470C01004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1470"|"01"|"C"|"00"|"Urbana"|4|30|27|28|56|19|70|131|-0|7|0|2|0|17|3|2|2|1|16|411|738|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:16:52"
"161470C0200'"|"161470C02004'"|"16"|"MICHOACAN"|"011"|"PATZCUARO"|"1470"|"02"|"C"|"00"|"Urbana"|4|42|52|23|41|18|67|163|-0|8|1|0|1|11|2|3|0|0|29|461|738|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 12:00:07"
